employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
571,2024-12-19,4,4,4,53,Below expectations; create an action plan to address quality gaps.
571,2025-10-01,7,9,8,-4,Shows steady progress and communicates effectively with stakeholders.
572,2023-10-01,8,9,8,54,Reliable contributor with solid results and good collaboration.
572,2024-10-01,9,5,6,-17,Engagement is steady; increase participation in reviews and retros.
572,2025-10-01,7,6,6,65,Meets most expectations; focus on prioritization and follow‑through.
573,2021-10-01,6,8,9,21,Shows steady progress and communicates effectively with stakeholders.
573,2022-10-01,7,6,6,2,Meets most expectations; focus on prioritization and follow‑through.
573,2023-10-01,9,8,6,-13,Quality of work is strong; continue building cross‑functional partnerships.
573,2024-10-01,8,5,6,-11,Works well with peers; develop deeper technical/role‑specific skills.
573,2025-10-01,9,7,6,2,Shows steady progress and communicates effectively with stakeholders.
574,2020-10-01,8,5,9,28,Positive attitude and dependable delivery on commitments.
574,2021-10-01,7,9,7,5,Reliable contributor with solid results and good collaboration.
574,2022-10-01,8,8,9,66,Shows steady progress and communicates effectively with stakeholders.
574,2023-10-01,8,6,7,0,Reliable contributor with solid results and good collaboration.
574,2024-10-01,9,9,7,-9,Shows steady progress and communicates effectively with stakeholders.
574,2025-05-20,7,5,6,22,Meets most expectations; focus on prioritization and follow‑through.
575,2022-10-01,6,5,7,-16,Solid foundation—set clearer milestones to improve predictability.
575,2023-10-01,7,5,8,32,Improve consistency and proactively flag risks earlier.
575,2024-10-01,6,7,7,67,Works well with peers; develop deeper technical/role‑specific skills.
575,2025-10-01,9,6,7,53,Positive attitude and dependable delivery on commitments.
576,2022-10-01,9,9,8,25,Demonstrates exceptional ownership and delivers high‑quality work.
576,2023-10-01,7,5,9,34,Positive attitude and dependable delivery on commitments.
576,2024-10-01,9,5,6,-4,Works well with peers; develop deeper technical/role‑specific skills.
576,2025-10-01,8,5,6,43,Solid foundation—set clearer milestones to improve predictability.
577,2021-10-01,7,5,8,-18,Meets most expectations; focus on prioritization and follow‑through.
577,2022-10-01,7,7,8,29,Quality of work is strong; continue building cross‑functional partnerships.
577,2023-10-01,8,5,7,16,Meets most expectations; focus on prioritization and follow‑through.
577,2024-07-18,7,7,7,8,Shows steady progress and communicates effectively with stakeholders.
577,2025-10-01,6,9,7,46,Reliable contributor with solid results and good collaboration.
578,2023-10-01,8,8,6,49,Quality of work is strong; continue building cross‑functional partnerships.
578,2024-10-01,6,9,9,13,Positive attitude and dependable delivery on commitments.
578,2025-07-22,5,10,6,12,Reliable contributor with solid results and good collaboration.
579,2020-10-01,6,5,8,33,Engagement is steady; increase participation in reviews and retros.
579,2021-10-01,8,6,8,-13,Positive attitude and dependable delivery on commitments.
579,2022-10-01,7,6,8,64,Shows steady progress and communicates effectively with stakeholders.
579,2023-10-01,6,6,9,-11,Shows steady progress and communicates effectively with stakeholders.
579,2024-10-01,6,7,6,33,Works well with peers; develop deeper technical/role‑specific skills.
579,2025-10-01,6,9,9,-4,Positive attitude and dependable delivery on commitments.
580,2020-10-01,8,5,6,-16,Meets most expectations; focus on prioritization and follow‑through.
580,2021-10-01,9,9,7,63,Reliable contributor with solid results and good collaboration.
580,2022-10-01,8,8,9,18,Shows steady progress and communicates effectively with stakeholders.
580,2023-10-01,7,5,6,-17,Solid foundation—set clearer milestones to improve predictability.
580,2024-10-01,7,9,9,67,Positive attitude and dependable delivery on commitments.
580,2025-07-01,8,6,10,20,Shows steady progress and communicates effectively with stakeholders.
581,2024-10-01,6,9,9,-14,Reliable contributor with solid results and good collaboration.
581,2025-10-01,9,8,7,35,Shows steady progress and communicates effectively with stakeholders.
582,2025-04-10,7,10,4,64,Positive attitude and dependable delivery on commitments.
583,2020-10-01,9,9,7,-6,Reliable contributor with solid results and good collaboration.
583,2021-10-01,9,5,8,25,Good performance with growing influence across the team.
583,2022-10-01,7,7,9,-13,Shows steady progress and communicates effectively with stakeholders.
583,2023-10-01,7,6,6,55,Solid foundation—set clearer milestones to improve predictability.
583,2024-10-01,6,6,9,48,Positive attitude and dependable delivery on commitments.
583,2025-10-01,6,5,7,-13,Works well with peers; develop deeper technical/role‑specific skills.
584,2022-10-01,6,5,7,36,Works well with peers; develop deeper technical/role‑specific skills.
584,2023-10-01,7,7,6,20,Improve consistency and proactively flag risks earlier.
584,2024-12-09,8,1,7,12,Meets most expectations; focus on prioritization and follow‑through.
584,2025-10-01,8,9,7,17,Good performance with growing influence across the team.
585,2024-10-01,7,9,9,41,Good performance with growing influence across the team.
585,2025-10-01,6,5,6,12,Meets most expectations; focus on prioritization and follow‑through.
586,2024-09-07,5,2,8,-36,Works well with peers; develop deeper technical/role‑specific skills.
586,2025-10-01,7,8,8,8,Positive attitude and dependable delivery on commitments.
587,2024-10-01,9,7,8,50,Quality of work is strong; continue building cross‑functional partnerships.
587,2025-10-01,8,6,8,20,Shows steady progress and communicates effectively with stakeholders.
588,2024-10-01,6,5,8,32,Works well with peers; develop deeper technical/role‑specific skills.
588,2025-10-01,9,7,6,6,Reliable contributor with solid results and good collaboration.
589,2022-10-01,7,9,7,19,Shows steady progress and communicates effectively with stakeholders.
589,2023-10-01,7,5,8,-2,Meets most expectations; focus on prioritization and follow‑through.
589,2024-10-01,6,6,9,63,Shows steady progress and communicates effectively with stakeholders.
589,2025-10-01,9,5,6,43,Solid foundation—set clearer milestones to improve predictability.
590,2024-03-04,2,9,8,-1,Works well with peers; develop deeper technical/role‑specific skills.
590,2025-08-15,4,7,8,67,Meets most expectations; focus on prioritization and follow‑through.
591,2021-10-01,6,7,8,55,Shows steady progress and communicates effectively with stakeholders.
591,2022-10-01,9,7,6,-13,Quality of work is strong; continue building cross‑functional partnerships.
591,2023-10-01,8,9,9,43,Highly engaged; drives initiatives and mentors peers effectively.
591,2024-10-01,6,8,9,36,Reliable contributor with solid results and good collaboration.
591,2025-10-01,6,6,7,28,Solid foundation—set clearer milestones to improve predictability.
592,2022-10-01,7,8,6,64,Shows steady progress and communicates effectively with stakeholders.
592,2023-10-01,8,5,8,-17,Reliable contributor with solid results and good collaboration.
592,2024-10-01,8,7,7,-17,Reliable contributor with solid results and good collaboration.
592,2025-10-01,8,9,9,34,Highly engaged; drives initiatives and mentors peers effectively.
593,2024-10-01,6,5,9,66,Solid foundation—set clearer milestones to improve predictability.
593,2025-10-01,8,9,9,34,Highly engaged; drives initiatives and mentors peers effectively.
594,2021-10-01,8,6,9,39,Shows steady progress and communicates effectively with stakeholders.
594,2022-10-01,7,6,6,15,Works well with peers; develop deeper technical/role‑specific skills.
594,2023-10-01,8,5,7,49,Meets most expectations; focus on prioritization and follow‑through.
594,2024-10-01,8,7,9,-16,Shows steady progress and communicates effectively with stakeholders.
594,2025-10-01,8,7,8,64,Shows steady progress and communicates effectively with stakeholders.
595,2020-10-01,8,9,6,-5,Positive attitude and dependable delivery on commitments.
595,2021-10-01,8,9,8,13,Reliable contributor with solid results and good collaboration.
595,2022-10-01,7,8,9,-18,Good performance with growing influence across the team.
595,2023-10-01,9,5,9,-16,Quality of work is strong; continue building cross‑functional partnerships.
595,2024-10-02,6,7,7,-1,Meets most expectations; focus on prioritization and follow‑through.
595,2025-10-01,8,8,7,32,Reliable contributor with solid results and good collaboration.
596,2023-10-01,6,9,6,15,Quality of work is strong; continue building cross‑functional partnerships.
596,2024-10-01,8,5,9,3,Shows steady progress and communicates effectively with stakeholders.
596,2025-10-01,8,7,8,43,Good performance with growing influence across the team.
597,2021-10-01,7,6,7,-2,Meets most expectations; focus on prioritization and follow‑through.
597,2022-10-01,6,6,6,63,Improve consistency and proactively flag risks earlier.
597,2023-10-01,6,6,9,54,Positive attitude and dependable delivery on commitments.
597,2024-10-01,8,5,7,-13,Improve consistency and proactively flag risks earlier.
597,2025-04-24,6,5,7,0,Works well with peers; develop deeper technical/role‑specific skills.
598,2022-10-01,8,7,6,66,Good performance with growing influence across the team.
598,2023-10-01,8,9,6,56,Quality of work is strong; continue building cross‑functional partnerships.
598,2024-09-29,5,5,7,5,Solid foundation—set clearer milestones to improve predictability.
598,2025-10-01,7,7,6,-11,Improve consistency and proactively flag risks earlier.
599,2024-10-01,9,5,6,10,Meets most expectations; focus on prioritization and follow‑through.
599,2025-10-01,7,7,8,67,Positive attitude and dependable delivery on commitments.
600,2023-10-01,9,5,9,16,Quality of work is strong; continue building cross‑functional partnerships.
600,2024-05-15,9,4,6,9,Improve consistency and proactively flag risks earlier.
600,2025-10-01,7,5,8,57,Works well with peers; develop deeper technical/role‑specific skills.
601,2020-10-01,8,7,9,63,Reliable contributor with solid results and good collaboration.
601,2021-10-01,8,8,8,59,Positive attitude and dependable delivery on commitments.
601,2022-10-01,6,6,8,-15,Solid foundation—set clearer milestones to improve predictability.
601,2023-10-01,8,6,6,-7,Engagement is steady; increase participation in reviews and retros.
601,2024-10-01,7,7,8,7,Quality of work is strong; continue building cross‑functional partnerships.
601,2025-10-01,9,9,6,64,Good performance with growing influence across the team.
602,2022-10-01,7,8,6,-11,Positive attitude and dependable delivery on commitments.
602,2023-10-01,7,9,9,48,Shows steady progress and communicates effectively with stakeholders.
602,2024-10-01,6,9,6,57,Good performance with growing influence across the team.
602,2025-10-01,9,9,9,20,Outstanding performance with visible impact on team outcomes.
603,2024-10-01,8,6,8,11,Good performance with growing influence across the team.
603,2025-10-01,8,6,8,9,Quality of work is strong; continue building cross‑functional partnerships.
604,2022-10-01,9,7,6,68,Quality of work is strong; continue building cross‑functional partnerships.
604,2023-10-01,7,8,9,26,Positive attitude and dependable delivery on commitments.
604,2024-10-01,6,7,6,26,Works well with peers; develop deeper technical/role‑specific skills.
604,2025-08-19,9,6,6,10,Good performance with growing influence across the team.
605,2020-10-01,9,9,7,37,Good performance with growing influence across the team.
605,2021-10-01,9,6,7,48,Shows steady progress and communicates effectively with stakeholders.
605,2022-10-01,7,8,7,57,Reliable contributor with solid results and good collaboration.
605,2023-10-01,8,7,8,20,Good performance with growing influence across the team.
